Title,Genre,Description
Koshish,Drama,Romantic drama spaning nearly 20 years involving a deaf-mute couple  Haricharian and Aarti. Deaf and dumb bicycle messenger Haricharian meets equally deaf Aarti  and persuades her to go to ...                    
Pakeezah,"Drama,Musical,Romance",The story of a prostitute  with a pure heart (PAKEEZAH)  and grand dreams...
Parichay,"Drama,Family,Musical",In desperate need of a job  unemployed Ravi (Jeetendra) goes to his maternal uncle (A.K. Hangal) and aunt (Leela Mishra) in their village for a few days. His uncle decides that he can be a ...                    
Piya Ka Ghar,"Drama,Family,Musical",Malti Shankar lives in a fairly large house in a small town in India with her mom and dad  while her paternal uncle  Gauri Shankar  who has literally brought Malti up  lives in the house ...                    
Pyaar Diwana,Comedy,Sunil is a collegian and comes from an upper class family. His parents want him to marry the girl of their choice  but he rebels  and refuses to do so. He wants to marry beautiful fellow ...                    
Raampur Ka Lakshman,"Drama,Family",Kedarnath Bhargav  his wife  Laxmi  and two sons  Ram and Lakshman are homeless. While traveling  their train derails and the family is separated into 3 groups. While Laxmi works as a ...                    
Raja Jani,"Action,Drama,Romance",A queen is fooled into believing that a street-dancer is her grand-daughter.
Raaste Kaa Patthar,"Action,Comedy,Drama",Bombay-based bachelor Jai Shankar Rai lets his superiors  as well as his boss  Ranjeet Choudhary  use his flat at night so that they can have their flings with women. He meets and fall in ...                    
Rakhi Aur Hathkadi,"Action,Drama,Family",Noble and compassionate Thakur Virendra Singh lives a wealthy life-style with his wife  Ratna  and two sons  Suraj and Prakash. Suraj falls in love with their Munshi  Din Dayal's daughter  ...                    
Rani Mera Naam,Action,The protagonist is female robin-hood that wants to rid the society of all evil. She aims to achieve this through the tools of violence and seduction.
Rivaaj,Drama,Shekhar has fallen in love with the new priest's daughter  Lakshmi. Lakshmi's father divulges a secret...she was married and widowed as a teenager. Shekhar's mother objects to them getting ...                    
Roop Tera Mastana,"Romance,Thriller",A princess's Personal Assistant murders her and forces a lookalike village woman to pose as the princess until he inherits all her wealth.
Sa-Re-Ga-Ma-Pa,"Comedy,Family,Musical",A comedy of errors involving two people with the same name  one of whom is a father of seven daughters and about to be dismissed from his job.
Sabse Bada Sukh,"Comedy,Drama",Village born Lalloo re-locates to Bombay  and returns a wealthy man. He goes to meet his friend  Shankar alias Bhompu  and together they meet and share tales  mostly about women  sex  and ...                    
Sazaa,"Action,Thriller",Add a Plot »
Samadhi,"Action,Drama,Romance",Lakhan Singh gives his life of a Dacoit and lives a happy life with his wife Champa when his son Jaswant becomes three years old  Champa becomes ill with cancer and circumstances force him to be again a Dacoit.
Sanjog,"Comedy,Drama,Family",Mohan and Asha are in love and eventually marry in a private temple much against Mohan's parents' wishes. Mohan goes out of town for some months. Upon his return his parents lies to him ...                    
Seeta Aur Geeta,"Comedy,Drama,Family",Long-suffering heiress Seeta is treated worse than a servant by her abusive money-grubbing aunt. Meanwhile  her long-lost twin sister Geeta grows up to be a gutsy street-performer. One day  the girls unintentionally swap places.
Shaadi Ke Baad,Family,Widower Bhagat Ram lives a wealthy lifestyle in a small village in India  along with his son  Shyam  who is an Advocate in Bombay  and makes a living as a Hindu Priest. He receives a ...                    
Shehzada,"Drama,Family",Circa British rule in India  wealthy DIG of Police is approached by Devdutt  a poor freedom fighter  who would like his daughter  Janki  to get married to the DIG's son  Ratan. The DIG and ...                    
Tangewala,"Action,Crime,Drama",Rai Bahadur Kishandas  due to his weakness for alcohol and women drives his wife and children out of the house. Suddenly  his fortune takes a turn and he is reduced to the state of a beggar...                    
Victoria No. 203,"Comedy,Drama,Musical",Numerous plot lines intersect in this comedic romp about a female Victoria-carriage driver who disguises herself as a boy  and the hunt for the stash of diamonds hidden in her Victoria.
Yeh Gulistan Hamara,"Action,Drama",Vijay has been assigned the task of building a bridge in a small community  that will link China with India. Vijay finds out that the task is an uphill one  as people living on both sides ...                    
Zameen Aasmaan,"Action,Crime,Drama",Disciplinarian Shanti Swaroop (Ashok Kumar) alienates himself from his wife Urmilla (Indrani Mukherjee); son  Ravi (Sunil Dutt)  and daughter  Roopa (Yogeeta Bali). His wife passes away  ...                    
Subha-O-Sham,"Action,Comedy,Drama",Aarun lives a wealthy lifestyle in Tehran  Iran  along with his widowed mother  a younger brother  Naseer and his wife  Afzaan. One day he gets to witness a song and dancer number by an ...                    
Zindagi Zindagi,"Drama,Romance",This movie revolves around a village hospital that was built by a generous hearted man  Choudhury Ramprasad (Ashok Kumar) who is also a patient in the hospital. The other patients include ...                    
Zaroorat,Drama,Add a Plot »
Shor,Drama,Shankar (Manoj Kumar)  his lovely wife Geeta (Nanda) and Deepak (Master Satyajeet) are a poor but happy family. Tragedy strikes one day  when Deepak wonders over to the railway tracks. When...                    
Anand,"Drama,Musical",The story of a terminally ill man who wishes to live life to the full before the inevitable occurs  as told by his best friend.
Aap Aye Bahaar Ayee,"Comedy,Drama,Romance",Rohit  Whiskey  and Kumar (Rajendra Kumar  Rajendra Nath  and Prem Chopra respectively) are childhood friends. While travelling to his estate in the company of Whiskey  Rohit meets with ...                    
Albela,Drama,A love story blooms in midst of a serious drama.
Adhikar,Drama,Shyam & Radha meet in college  fall in love and get into clandestine marriage when things get very intimate. But Shyam's family coerce him to marry Meera. Radha has an evil aunt who ...                    
Andaz,"Drama,Romance",Rajoo (Rajesh Khanna) and Sheetal (Hema Malini) are in love  and expecting some opposition from Rajoo's dad (Ajit)  they marry in a simple temple ceremony. But Rajoo's dad vehemently ...                    
Anubhav,Drama,Meeta Sen (Tanuja) and Amar Sen (Sanjeev Kumar) have been married for several years. Due to Amar's hectic work schedule  the couple have not had children  as there was no time for intimacy....                    
Balidaan,Drama,Add a Plot »
Banphool,Romance,Haria lives with his widowed and elderly grandmother at a tea estate. He has no knowledge of his biological father  as his mother died at the time of his birth. He now works as a Mahout (...                    
Bikhare Moti,Romance,Add a Plot »
Beharoopia,Fantasy,Add a Plot »
Buddha Mil Gaya,"Drama,Musical,Mystery",Two unemployed slackers  Bhola and Ajay come across a newspaper advertisement about a missing elderly gentleman  whose estate is worth millions. They come across this male in the Hanging ...                    
Chaahat,Romance,Add a Plot »
Do Raha,Drama,This a story about a good idealistic writer who is in love with a girl who has loved him for what he is  an ideal Indian Man. But he gets waylaid with bad company and the desire to make ...                    
Do Boond Pani,"Action,Drama",I am use data do not copyright
Chhoti Bahu,"Drama,Family",Radha lives with her widowed dad and is of marriageable age. Accordingly her details her provided to a marriage-broker  Avtar  who also doubles as a Ved (Village Doctor). He brings the ...                    
Door Ka Raahi,Drama,"Door Ka Rahi is story of a person named ""Prashant"" who is on the travel for the wellness of society  and the end of Journey is to watch. The angle of the movie focused on expressing the internal feelings."
Ek Nari Ek Brahmachari,Drama,Raisaheb Surajbhan Chaudhary lives a wealthy lifestyle in a palatial mansion with his wife of 30 years  Rajlaxmi  and two sons  Rajkumar  who has been married to Shyama for several years; ...                    
Badnam Farishte,"Crime,Drama",Two lawyers fight for unemployed youth getting into the world of crime.
Caravan,"Action,Comedy,Musical",Sunita is a young woman who ends up married to the wrong man  Rajan. Thinking that he has conspired with his girlfriend  Monica to murder her  she runs away to find an old friend of her ...                    
Haathi Mere Saathi,"Drama,Family,Musical",Orphaned Raju  in the company of four elephants  has to perform with them at street corners  in order to keep alive. Slowly he amasses a fortune  and is able to build his own private zoo  ...                    
Elaan,"Action,Drama,Musical",Journalist Naresh is hired to probe illegal activities on an island. When he's captured  a fellow prisoner gives him a ring with magic powers.
Ek Paheli,"Drama,Horror,Thriller",Sudhir goes to take care of his family business in Goa. He is attracted to Maria  a mysterious woman who meets him in an old graveyard.
Ganga Tera Pani Amrit,Drama,Devki and his brother Birju live happily with their families on the banks of the river Ganga. Things take a turn when Birju refuses to testify to a crime he witnessed.
Guddi,"Comedy,Drama,Family","A teenage girl will not accept her family's attempt to arrange a marriage for her  as her heart is currently too full of love for the movies and heartthrob actor ""Dharmendra."""
Gambler,"Crime,Romance,Thriller",Raja has been abandoned by his biological mother at a very young age  and grows up with Master  a criminal don and card-sharp  who would like Raja to continue working with him on a ...                    
Haré Rama Haré Krishna,"Drama,Musical",In the background of the rise of the International Hare Krishna movement in the 1970s  is a Montreal-based family of the Jaiswals  consisting of mom  dad  son  Prashant  and daughter  ...                    
Haseenon Ka Devata,"Action,Crime,Drama",Gopal intends to take over the entire region under Raja Saheb  by hook or by crook. Things go his way when Raja signs a power of attorney in his name  and then accidentally shoots and kills...                    
Hulchul,"Adventure,Comedy,Crime",A man overhears a murder plot and telephones three different women  all who share the potential victim's name.
Hum Tum Aur Woh,Drama,Vijay meets with Aarti and falls in love with her. Unable to convince her of his good intentions  he disguises himself as a teacher and woes her. She finds out about this  and eventually ...                    
Hungama,Comedy,Hungama synopsis (Story) BADE  A RICH BUSINESSMAN WORKED WITH HIS YOUNGER BROTHER CHOTE. THEY WERE A MEAN AND MISERLY PAIR. THEIR NEPHEW MEHMOOD WAS A SPENDTHRIFT. SO THEY DECIDED TO GET ...                    
Jaane-Anjaane,Drama,While on a religious pilgrimage  Laxmi Prasad finds an abandoned baby at a temple  when she sees no around  she decides to keep him. When her husband  Shankar  returns from jail  they name ...                    
Jai Bangladesh,Comedy,Add a Plot »
Jawan Muhabat,"Drama,Romance",Dr. Sarin lives with his wife  Sunita  young daughter  Rekha  and his brother  Rajesh. Rajesh is an eligible bachelor  and on the lookout for a life-partner with a view of marriage. One day...                    
Johar Mehmood in Hong Kong,Comedy,Watch the full movie  Johar Mehmood In Hongkong online  only on Eros Now. Johar Mehmood in Hong Kong  is an intelligence satire  the basic of all I. S. Johar films  in which it is left to ...                    
Jal Bin Machhli Nritya Bin Bijli,"Musical,Romance",Alaknanda lives a wealthy lifestyle with her widowed dad  Dr. Verma. She is fond of dancing and singing to such an extent that she refuses to marry the groom her dad has chosen for  runs ...                    
Jwala,"Action,Crime",Add a Plot »
Kal Aaj Aur Kal,"Drama,Family,Musical",Widower Ram Kapoor lives a very wealthy lifestyle in Bombay  but is very lonely  as his only child  a son named Rajesh  lives abroad  and his aged dad  Diwan Bahadur  lives in the village. ...                    
Kangan,Drama,Sunil lives a middle-classed lifestyle in a village in India along with his widowed mom  Janki. He is studying Medicine in the city  is in love with his childhood sweetheart  Shanta  and ...                    
Kathputli,"Family,Romance",Nisha (Mumtaz) loves Vishal (Jeetendra) and they get married. Ignoring basic driving safety rules they end up in an accident. Vishal needs serious surgical attention. Nisha tries to raise ...                    
Khoj,Action,Add a Plot »
Ladki Pasand Hai,"Drama,Family,Romance",Add a Plot »
Lakhon Me Ek,"Comedy,Drama",An abused homeless male and a mentally-challenged woman become friends.
Lal Patthar,Drama,Raja Kumar Bahadur alias Gyan Shankar Rai has been a total abstainer all his life  never touching a drop of alcohol  and keeping away from women and all known vices all his life. Then one ...                    
Main Sunder Hoon,"Comedy,Drama,Romance",Plain-looking  buck-toothed Sundar works as a waiter in the Rasraj Hotel. One day he meets with Radha  the daughter of the hotel owner and falls in love with her. She indicates that she ...                    
Man Mandir,"Drama,Family",Orphaned at a very young age  Deepak and his sister  Laxmi  live a poor lifestyle. Deepak is introduced to Krishna and soon both get married and live together with Krishna's brother  Ramu. ...                    
Kati Patang,"Drama,Family,Musical",A runaway bride promises her dying widowed friend that she will assume her identity and look after her infant child.
Mehboob Ki Mehndi,"Drama,Musical,Romance",Yusuf lives a wealthy lifestyle with his businessman dad  Safdarjang  who is confined to a wheel-chair. When Yusuf's precocious nephew  Khalid alias Phirangi's tutor  Mrs. Albert complains ...                    
Mela,"Drama,Family",In rural India a small village is ruled by a Panchayat  a group of right-wing Hindu men who run the lives of the villagers dictatorially. There are three men who challenge their authority  ...                    
Memsaab,Thriller,A man suspected of murder must track the real killer down.
Maryada,"Family,Romance",Lalita lives with her widowed mother in a small village in India. One day while traveling by road  she is stranded  and a young man named Raja Babu comes to her assistance. Both fall in ...                    
Mere Apne,Drama,Anandi Devi is an old widow living in her village she is bought to the city by her distant relative Arun. Anandi Devi realizes that Arun and his wife wanted to keep her as a maid following ...                    
Mera Gaon Mera Desh,"Action,Drama",Ajit saves the village from the dakus (bandits); whilst having romance with Anju.
Naya Zamana,"Drama,Musical",Anoop (Dharmendra) is a struggling writer. One day he meets with wealthy and beautiful Seema (Hema Malini) and both fall in love. When Seema's brother Rajan Choudhury (Pran) finds out  he ...                    
Paras,"Drama,Family",Dharam Singh and his sister Bela's destinies gets re-shaped when they make enemy with the powerful and influential Thakur Arjun Singh. Even after moving to the city things are still not ...                    
Patanga,"Action,Comedy,Drama",A wealthy male decides to wed a woman who is in love with his employee's son.
Parde Ke Peechey,Action,By the misuse of ancient beliefs and customs  cheats and anti national international crooks cheat gullible un-educated people.
Paraya Dhan,"Drama,Thriller",Rajjoo alias Rajni lives in a small village in rural India with her father  Govindram  who is a respected gentleman as well as the village Sarpanch. When Rajni comes of age  Govindram ...                    
Parwana,"Romance,Thriller",Kumar Sen is an artist of eminence  a talented painter  and a renowned sculptor; and like the majority of his clan  he has a sensitive introvert. But no artist can achieve any degree of ...                    
Preet Ki Dori,"Action,Drama,Romance",Govind lives a wealthy lifestyle in Pritampur. When his father was dying  he made Govind promise that he would always obey his mother. Years later  Govind has completed his studies and ...                    
Preetam,"Comedy,Romance",Rukmani gets married to Rana and faces endless abuse and beatings which do not end even when she gets pregnant. The Police arrest Rana for Robbery  try him in Court and sentence him to ...                    
Rakhwala,"Action,Musical,Thriller",Dharmendra plays Deepak  an honest  hard working son. His family consists of his widowed mother and younger brother Suresh. By luck  he stumbles on a good job  but with the wrong man  Mr. ...                    
Pyar Ki Kahani,"Comedy,Drama,Family",Although well qualified  Ram Chand is unable to obtain suitable employment  and works as a peon in an organization. One day he meets with Ravi Chand  who is on the verge of committing ...                    
Reshma Aur Shera,"Drama,Musical,Romance",Reshma and Shera belong to rival families.They fall in love even after knowing rivalry among their families.Sagat Singh  Shera's father doesn't accept this and forces his younger son Chotu ...                    
Sansar,"Drama,Family",Add a Plot »
Seema,"Drama,Family",Add a Plot »
Sharmeelee,"Musical,Mystery,Romance",An army captain falls for an outgoing young woman  but unknowingly weds her shy twin sister.
Shri Krishna Leela,"Adventure,Comedy,Drama",Maharaj Kans rules Mathura and lives a lavish and wealthy lifestyle. He gets his sister  Devki  married to Vasudev  but shortly after the marriage finds out that Devki's 8th child will kill...                    
Tere Mere Sapne,"Drama,Romance",Dr. Anand Kumar attains his degree in medicine and re-locates to a small village to assist the local doctors there. Upon arrival  he is met by the ailing Dr. Prasad and his wife  and hired ...                    
Tulsi Vivah,"Adventure,Fantasy",Rajkumari Vrunda lives in a palatial home with her mom and dad. One day while hunting she is molested by thugs  and Samrat Jalandhar comes to her aid. He rescues her and accompanies her to ...                    
Upaasna,"Drama,Romance",Two brothers battle against each other in court when their lady love Shalu is accused of murder.
Uphaar,Family,Anoop studies law in Calcutta  while his widowed mom in a small town in West Bengal. He has a sister  Sudha  who is married to Anil and lives in Calcutta. Since Anoop is of marriageable age...                    
Johny Mera Naam,"Action,Drama,Musical",Monu (Mohan) and Sonu (Sohan) are the two sons of a police inspector. The kids excel in boxing. Their father gets killed by a goon following orders from Ranjit (Premnath). Mohan kills the ...                    
Sachaa Jhutha,"Action,Comedy,Thriller",A penniless musician is unwittingly forced to trade places with a look-alike diamond merchant/thief causing a comedy of errors by everyone involved.
Aan Milo Sajna,"Drama,Musical,Romance",Widowed and ailing Savitri Choudhury lives a wealthy lifestyle along with her son  Anil  in a palatial mansion in India. She knows that Anil is only waiting for her to die so that he can ...                    
Purab Aur Pachhim,"Drama,Romance",Circa British rule in India  Harnam betrays a freedom fighter  and as a result is rewarded  but the freedom fighter is killed  leaving his wife  and family devastated and destitute. Years ...                    
Safar,"Drama,Romance",Neela and Avinash are medical students  and are attracted to each other. But Avinash is poor and wants Neela to live a comfortable life. When Neela  who tutors Monto Kappor  meets his elder...                    
Humjoli,"Comedy,Musical,Romance",Village-based Gopalnath (Pran) had always dreamed of becoming rich. On a visit to Bombay city  his dreams are fulfilled when he agrees to marry plain-looking Roopa  the sole heiress of a ...                    
The Train,"Action,Crime,Mystery",Hardworking  capable  honest and dedicated CBI inspector Shyam Kumar is assigned the case of bringing to justice the criminals behind the use of fake cheques to purchase commodities. The ...                    
Khilona,"Drama,Musical,Romance",Thakur Suraj Singh lives a wealthy lifestyle with his wife; three sons - Kishore  his wife Laxmi & two children Pappu and Laali; Vijaykamal  & Mohan; and an unmarried daughter  Radha. ...                    
Kab? Kyoon? Aur Kahan?,"Action,Mystery,Romance",An heiress accidentally kills her uncle in self-defence and disposes of his corpse but is later haunted by his apparition.
Jeevan Mrityu,"Drama,Romance,Thriller",A bank manager is unjustly framed for robbery by his colleagues and imprisoned. After his release  he assumes another identity to exact vengeance.
Tum Haseen Main Jawan,"Comedy,Romance",Surendra is an army officer  and has had numerous affairs with a number of attractive young women. One day he meets with beautiful Anuradha  and falls in love with her. Anuradha too loves ...                    
Pehchan,"Drama,Family,Musical",Bombay-based Barkha lives a wealthy lifestyle with her widowed mom and brother  Rakesh  who is to marry a wealthy woman by the name of Maya. Barkha meets with a naive man from Vishnupur by ...                    
Gopi,"Action,Comedy,Drama",Unorthodox  honest  simple-minded  and unemployed Gopi is blamed for a theft he did not commit  and gets thrown out of his home by his elder step-brother.
Ganwaar,"Drama,Family,Musical",Raja Sahib is a pious and good-hearted man. After the death of his wife he sent his only son Gopal to England for higher education and himself got married. His young wife handed over the ...                    
Sharafat,"Drama,Romance",With the passing away of Rajesh's parents  Jagatram undertakes to look after him. He hopes that some day Rajesh will marry his daughter Rekha. He arranges Rajesh's employment with a local ...                    
Sawan Bhadon,"Action,Romance,Thriller",A wealthy Vikram returns to India from England after five years.His step mother Sulochana and step sister Dolly are misusing his wealth along with Dolly's lover Madan and Sulochana's ...                    
Abhinetri,"Drama,Romance",A chance meeting between an Assistant Scientist  Shekar  and an established stage dancer and singer  Anjana  results in love. While Shekar has a mother who lives separately  Anjana has been...                    
Aansoo Aur Muskan,"Comedy,Drama,Family",Beautiful Radha lives in a small hill-station in India. One day  Mahesh comes for sight-seeing  both meet  fall in love with each other  get intimate  and Mahesh promises to return  marry ...                    
Rootha Na Karo,"Comedy,Drama,Family",Naina loves Sudhir on the sly  and is jealous of Sudhir's love for Neeta. When Sudhi does not reciprocate her love  she decides to create all kinds of misunderstandings for the two. ...                    
Saas Bhi Kabhi Bahu Thi,"Comedy,Drama",Pretty Sadhana  the daughter of Rangpur-based widow  Bhagmati  falls in love  and gets married to Haripur-based Deepak Chaudhary  who lives with his dad  Motilal; and mom  Maya. It is here ...                    
Suhana Safar,"Comedy,Drama","Watch the full movie  Suhana Safar online  only on Eros Now. Sapna (Sharmila Tagore)  flying back to India from the USA is involved in an airplane engine ""flameout"". She loves poetry  in ...                    "
Ghar Ghar Ki Kahani,"Drama,Family",Honest Shankarnath  even though employed in a supervisory capacity  nets only Rs.630/-  and is unable to accede to any of the demands placed by his three school-going children  Ravi  Roopa ...                    
Geet,"Action,Crime,Musical",Delhi-based Kamla lives a wealthy lifestyle along with her widower dad  Dindayal  and is a popular stage singer and dancer. She goes for a holiday in scenic Kulu  meets with flute-player ...                    
Heer Raanjha,"Drama,Family,Musical","Tragic love story. Punjabi ""Romeo and Juliet""."
Mastana,"Comedy,Drama,Family",Simple-minded  poor  and lonely Satya (Mehmood) finds friendship with a rich but neglected child  Nain-Tara. The snobbish parents of Nain-Tara resent this friendship and prevent their ...                    
Devi,"Drama,Family",Devi is a young woman who lives in a village in India with her widowed mother  Jamuna. She meets with the local doctor  Shekhar  both fall in love with each other  and get married. This ...                    
Bhai Bhai,Drama,Add a Plot »
Aag Aur Daag,"Action,Comedy,Drama",Bombay-based Young Raja witnesses his parents commit suicide after being cheated and defeated in a game of cards by an unknown male. He grows up under the mentor-ship of Madanlal  who ...                    
Bachpan,"Action,Comedy,Crime",Kashiram lives a poor lifestyle in a small village along with his wife  Chanda; two school-going children  Suraj and Meera; and makes a living selling toys. When his father-in-law falls ill...                    
Bhai-Bhai,"Action,Drama,Family",Deep Sharma lives a very poor lifestyle with his widowed mom  Radha  and a younger brother  Ashok  who he would like to become a Judge. Unable to fend for themselves in the small town  Deep...                    
Chetna,Drama,A shy and reclusive young man  Anil Dhawan  gets to meet a prostitute  Seema  through his friends  Ramesh. Anil is very shy at the very first meeting with Seema  and then starts to ...                    
Dastak,Drama,Tells the story of newly weds Hamid and Salma. They move into a rental flat next door to the local red light district. The flat had been the former home of a well known mujra and qawali ...                    
Dharti,"Action,Adventure,Drama",Bharat (Rajendra Kumar) is a patriotic young man for whom patritism does not stop anywhere. He comes to know of the tyrancy of the present ruler's Diwan (Ajit) and he and his colleagues (...                    
Ek Nanhi Munni Ladki Thi,Drama,Add a Plot »
Gunah Aur Kanoon,Crime,Add a Plot »
Himmat,Action,"Inspector Mathur believes ""once a criminal  always a criminal"". Through his machinations he makes the life of a reformed criminal Raju very difficult. Raju is rehabilitated and lives ...                    "
Holi Ayee Re,"Drama,Family",Add a Plot »
Insaan Aur Shaitan,Action,Add a Plot »
Ishq Par Zor Nahin,Romance,Amar Doraiswamy is the only child of multi-millionaire businessman  who lives in a palatial house in Goa  India  along with his wife. Amar introduces a close  but poor friend  Ram  to his ...                    
Jawab,Romance,Raja (Jeetendra) lives with his widowed sister Divya (Meena Kumari) in a small village. He is constantly being made a target by the oppressive local Zamindar and his two children  Sagar and...                    
Maa Aur Mamta,"Drama,Family",Father Henry (Rehman) entrusts a newly-born infant in the care of an unwed Maya (Nutan)  leaving her to explain the presence of the child. She is literally thrown out of the village and ...                    
Bombay Talkie,"Drama,Musical,Romance",Lucia Lane  an English writer by way of the US  arrives in Bombay to watch the filming of one of her novels. She's nearing middle age  she's had several husbands  she's lonely and ...                    
Man Ki Aankhen,Drama,After working as a teacher in Delhi for several years  Master Dinanath decides to re-locate to a small village to spend the rest of the days teaching in a nearby school  his pay is the ...                    
Mera Naam Joker,"Comedy,Drama",Raju is a joker  a clown. It is what he is and what he always shall be. As his life story unfolds in three chapters  from his school days to the circus to the streets  he must always make ...                    
Mere Humsafar,Romance,This is a story of small dreams that clashed with heartlessness of big city. Raju's dad passes away  the local money-lender gives him an ultimatum to either re-pay the loan or he will take ...                    
Moojrim,"Action,Crime,Musical",Gopal is a gold-medalist race-car driver. One day while driving  he witnesses a girl screaming for help atop an under-construction building  he charges up the stairs  gets into a scuffle ...                    
My Love,Romance,Add a Plot »
Naya Raasta,"Drama,Family",Add a Plot »
Pagla Kahin Ka,"Drama,Romance",Sujit started having mental problems when he was six years after visiting his dad  Ajit  at a mental asylum. Thereafter he kept on getting into trouble  and even ran away from the orphanage...                    
Pardesi,Mystery,Multi-millionaire Ajay lives with his newly wed wife  Kavita  mother  Ranimaa and a younger brother Vijay. Ajay's thriving business is managed by himself along with Vijay and the Munim. ...                    
Pavitra Paapi,Drama,Kedarnath is employed with a local clock/watch repair shop  owned by a parsimonious Adarshan Lala. Kedarnath goes out of his way to help a destitute woman  Maya  who husband is missing  ...                    
Prem Pujari,"Action,Drama,Musical",Ramdev Bakshi is the only son of widower and former Indian Army General Durgaprasad  who has been decorated several times with various medals for bravery shown in the line of duty. Alas ...                    
Puraskar,"Action,Comedy,Crime",Rakesh and Sumesh are two plain-clothes agents in the city's Criminal Investigations Department. They have been entrusted the task of locating a missing  believed to be abducted scientist  ...                    
Pushpanjali,"Drama,Family",Dinesh Khanna  his wife  Lata  and their son  Pappu  lead a harmonious and happy upper-middle class life in Bombay  India. Despite of their happiness  they know that Lata's heart is weak  ...                    
Raaton Ka Raja,Drama,"Raja is hired to steal the Anarkali  a 5000-year-old sculpture  from the ""SAFEST"" museum ( which is HOLLOW from the top!!)."
Samaj Ko Badal Dalo,Drama,Add a Plot »
Yaadgaar,"Adventure,Drama,Family","An honest and patriotic young man learns that politicians  and the wealthy  are not. Notable songs: ""Jish path peh chala  us path peh mujhe pas to aane de  saathi na samaj  koi baat nahin  ...                    "
Aadmi Aur Insaan,"Drama,Romance,Thriller",Munish and JK were friends  bound together in many ways. JK has helped Munish in his education  a trip to England for higher education and has now made him Engineer-in-charge for his ...                    
Aansoo Ban Gaye Phool,"Drama,Family",Principal Vidyanand (Ashok Kumar) is a hardworking and diligent person. Due to his honesty  he gets in the wrong side of Seth Dharamdas (Raj Mehra)  who conspires with Vidyanand's pupil  ...                    
Anjaana,Romance,Raju lives with his widowed mother  Janki  in a small town and works as garage mechanic. One day he meets with wealthy Rachna Malhotra  and after a few misunderstandings  both fall in love ...                    
Anmol Moti,Romance,Add a Plot »
Anjan Hai Koyee,"Action,Comedy,Crime",A male comes to see his future wife after she meets with an accident  and gets embroiled in deception and murder.
Badi Didi,"Drama,Family",Add a Plot »
Bandhan,"Drama,Family,Musical",Jeevanlal lives in a small village in India with his wife  Sita  a son  Dharmchand and daughter  Meena  and makes a living by stealing. One day he steals from the Tehsildar's home  returns ...                    
Beti,Drama,Sudha Verma wants to be the ideal daughter for her dad  and mom. Unfortunately  her mom passes away  and her dad re-marries  this time to Kamla  who is self-serving and not at all ...                    
Chanda Aur Bijli,Drama,A beautiful street dancer Bijli is in a gang of petty thieves. Sachin is the heir to a heritage household but due to the death of his parents lands up in a orphanage. In the orphanage when ...                    
Chirag,"Drama,Family,Musical",Ajay Singh meets with pretty Asha Chibber  and is led to believe that she is wealthy. After a few misunderstandings  he does find out that she is from a poor family. Both do fall in love  ...                    
Dharti Kahe Pukarke,"Drama,Family",This is the story of three brothers Gangaram  Moti and Shiv. Story revolves around Moti who is now an advocate in the big city owing to loan which his brother Gangaram took for his ...                    
Do Bhai,"Action,Crime,Drama",The Bombay-based Verma family consists of two brothers  Ajay  and Vijay. Their family have been law-makers for generations  their grandfather was the District Magistrate  and their father ...                    
Aradhana,"Drama,Musical,Romance",Arun meets Vandana during a vacation and very soon they secretly get married.Arun is a air force pilot an dies in a crash leaving pregnant Vandana heartbroken.As her marriage was never ...                    
Aya Sawan Jhoom Ke,"Drama,Romance",Wealthy Jaishankar meets and falls in love with Aarti  successfully woos her and agrees to meet with her dad to discuss their marriage. On the way there he ironically runs over him  killing...                    
Aya Sawan Jhoom Ke,"Drama,Romance",Wealthy Jaishankar meets and falls in love with Aarti  successfully woos her and agrees to meet with her dad to discuss their marriage. On the way there he ironically runs over him  killing...                    
Doli,"Drama,Romance",Amar lives a middle-class life in India with his oft-critical dad  Basantlal and his mom  a housewife. When Basantlal decides to get Amar married to Ramprasad's daughter  Amar accepts this....                    
Ek Phool Do Mali,"Drama,Family,Musical",Somna lives a poor lifestyle with her widowed mom  Leela  in the mountainous region of India and Nepal. She makes a living working on the apple farm of wealthy widower  Kailash Nath Kaushal...                    
Ek Shriman Ek Shrimati,"Drama,Romance",Deepali is the only daughter of a wealthy but deceased industrialist  Lakhanpal. While on a holiday in Northern India  she meets with and gets friendly with Pritam. Unknown to her  Pritam ...                    
The Guru,Comedy,Britain's top pop artiste  Tom Pickle  travels to Bombay  India  circa 1960s to learn to play the sitar (musical instrument) from renowned maestro Ustad Zafar Khan. Tom is taken to Zafar's ...                    
Intaquam,"Drama,Thriller",Humiliated and falsely imprisoned  Reeta Mehra (Sadhana) swears to take revenge against Sohanlal (Rehman). Upon her release she finds out that her ailing mother (Leela Chitnis) has passed ...                    
Bhuvan Shome,"Comedy,Drama",Bhuvan Shome is a lonely widower  a proud old man and a strict disciplinarian. Looking back on the trodden path  strewn with staunch determination and drab attitudes  Bhuvan Shome  a ...                    
Do Raaste,"Drama,Family,Musical",Navendu was a young motherless boy when his father married again. The step-mother saw the fear and doubt in the eyes of the boy and she promised him that he will be like a real son to her. ...                    
Jigri Dost,"Drama,Family,Musical",Advocate Narayan Das lives a comfortable lifestyle in rural India with his wife  Annapurna  who insists on feeding everyone who is hungry; and a lovely daughter  Shobha. Since Shobha is of ...                    
Jahan Pyar Mile,"Drama,Family",Add a Plot »
